,Year,Commodity,Historical or simulated,Scenario,Mean mine grade
3647,2013.0,Sn,Simulated,22,8.37935197038234
3648,2014.0,Sn,Simulated,22,47.37892058487193
3649,2015.0,Sn,Simulated,22,42.42389691971494
3650,2016.0,Sn,Simulated,22,13.235040587520423
3651,2017.0,Sn,Simulated,22,13.333251932610846
3652,2018.0,Sn,Simulated,22,45.91207314690089
3653,2019.0,Sn,Simulated,22,15.872045506298257
3654,2001.0,Sn,Simulated,23,1.5620976353173015
3655,2002.0,Sn,Simulated,23,1.433773359136885
3656,2003.0,Sn,Simulated,23,1.4551960487191486
3657,2004.0,Sn,Simulated,23,1.2985842709000233
3658,2005.0,Sn,Simulated,23,1.327641986641712
3659,2006.0,Sn,Simulated,23,1.2384930644948398
3660,2007.0,Sn,Simulated,23,1.2933409624917371
3661,2008.0,Sn,Simulated,23,1.284062964960922
3662,2009.0,Sn,Simulated,23,1.3067602060976782
3663,2010.0,Sn,Simulated,23,1.2707017847172812
3664,2011.0,Sn,Simulated,23,1.277706727162757
3665,2012.0,Sn,Simulated,23,1.1977253842340196
3666,2013.0,Sn,Simulated,23,1.2701323976905463
3667,2014.0,Sn,Simulated,23,1.2354661597315864
3668,2015.0,Sn,Simulated,23,1.1866096992240964
3669,2016.0,Sn,Simulated,23,1.2077310601714013
3670,2017.0,Sn,Simulated,23,1.2060723445190846
3671,2018.0,Sn,Simulated,23,1.2045346130800785
3672,2019.0,Sn,Simulated,23,1.155702385520999
3673,2001.0,Sn,Simulated,24,1.5148327475567094
3674,2002.0,Sn,Simulated,24,1.4358945290725404
3675,2003.0,Sn,Simulated,24,1.5557030491405848
3676,2004.0,Sn,Simulated,24,1.4448484903755725
3677,2005.0,Sn,Simulated,24,1.4136783243630489
3678,2006.0,Sn,Simulated,24,1.2807983154906732
3679,2007.0,Sn,Simulated,24,1.3200598877677636
3680,2008.0,Sn,Simulated,24,1.2714926126716188
3681,2009.0,Sn,Simulated,24,1.2219359082382737
3682,2010.0,Sn,Simulated,24,1.1151875312221324
3683,2011.0,Sn,Simulated,24,1.1784424900102104
3684,2012.0,Sn,Simulated,24,1.0872339912172868
3685,2013.0,Sn,Simulated,24,1.2046586091271856
3686,2014.0,Sn,Simulated,24,1.1242482554568618
3687,2015.0,Sn,Simulated,24,1.1841483769333694
3688,2016.0,Sn,Simulated,24,1.1875117191358904
3689,2017.0,Sn,Simulated,24,1.1735441310267412
3690,2018.0,Sn,Simulated,24,1.15669338037276
3691,2019.0,Sn,Simulated,24,1.1245785766728686
3692,2001.0,Sn,Simulated,25,1.6243167587880716
3693,2002.0,Sn,Simulated,25,1.56207845449002
3694,2003.0,Sn,Simulated,25,1.579019650550131
3695,2004.0,Sn,Simulated,25,1.5199288931590915
3696,2005.0,Sn,Simulated,25,1.4610908228345272
3697,2006.0,Sn,Simulated,25,1.3741127288935329
3698,2007.0,Sn,Simulated,25,1.3622782175344768
3699,2008.0,Sn,Simulated,25,1.36442322538211
3700,2009.0,Sn,Simulated,25,1.2944020503647609
3701,2010.0,Sn,Simulated,25,1.3249762712706663
3702,2011.0,Sn,Simulated,25,1.3006123801017038
3703,2012.0,Sn,Simulated,25,1.2624867222258185
3704,2013.0,Sn,Simulated,25,1.2588705483850826
3705,2014.0,Sn,Simulated,25,1.2575358001163766
3706,2015.0,Sn,Simulated,25,1.2462831896997268
3707,2016.0,Sn,Simulated,25,1.260024675736226
3708,2017.0,Sn,Simulated,25,1.2302361099134096
3709,2018.0,Sn,Simulated,25,1.1781008697428452
3710,2019.0,Sn,Simulated,25,1.160969505234288
3711,2001.0,Steel,Simulated,0,59.37976221034327
3712,2002.0,Steel,Simulated,0,60.38790486194484
3713,2003.0,Steel,Simulated,0,61.164878831078695
3714,2004.0,Steel,Simulated,0,59.86378712753172
3715,2005.0,Steel,Simulated,0,60.93443987901794
3716,2006.0,Steel,Simulated,0,59.2245188117619
3717,2007.0,Steel,Simulated,0,58.13265702794871
3718,2008.0,Steel,Simulated,0,58.76152148914042
3719,2009.0,Steel,Simulated,0,60.62624787753673
3720,2010.0,Steel,Simulated,0,61.7176616306965
3721,2011.0,Steel,Simulated,0,60.38821844336484
3722,2012.0,Steel,Simulated,0,59.24846277572461
3723,2013.0,Steel,Simulated,0,60.168395975362166
3724,2014.0,Steel,Simulated,0,58.57082104179312
3725,2015.0,Steel,Simulated,0,58.55309728848045
3726,2016.0,Steel,Simulated,0,57.680504011651806
3727,2017.0,Steel,Simulated,0,56.42620934212291
3728,2018.0,Steel,Simulated,0,58.12353720878386
3729,2019.0,Steel,Simulated,0,58.06149492109245
3730,2001.0,Steel,Simulated,1,47.0692390715235
3731,2002.0,Steel,Simulated,1,51.77769680696242
3732,2003.0,Steel,Simulated,1,53.74831206927092
3733,2004.0,Steel,Simulated,1,56.84364907256766
3734,2005.0,Steel,Simulated,1,56.05205871392498
3735,2006.0,Steel,Simulated,1,54.87003403316635
3736,2007.0,Steel,Simulated,1,56.00659627635383
3737,2008.0,Steel,Simulated,1,53.06777170498022
3738,2009.0,Steel,Simulated,1,53.66222155147089
3739,2010.0,Steel,Simulated,1,54.36110440319428
3740,2011.0,Steel,Simulated,1,55.464898756077616
3741,2012.0,Steel,Simulated,1,55.624997503071626
3742,2013.0,Steel,Simulated,1,54.0032367053452
3743,2014.0,Steel,Simulated,1,55.36764262671332
3744,2015.0,Steel,Simulated,1,55.80514186181564
3745,2016.0,Steel,Simulated,1,55.079477878083
3746,2017.0,Steel,Simulated,1,53.7428654843873
3747,2018.0,Steel,Simulated,1,55.217801661060186
3748,2019.0,Steel,Simulated,1,55.7592214413814
3749,2001.0,Steel,Simulated,2,43.90682467926982
3750,2002.0,Steel,Simulated,2,45.59763352405036
3751,2003.0,Steel,Simulated,2,42.90336711100715
3752,2004.0,Steel,Simulated,2,45.4540563208695
3753,2005.0,Steel,Simulated,2,43.862250495142334
3754,2006.0,Steel,Simulated,2,44.3635272578808
3755,2007.0,Steel,Simulated,2,41.41112646945449
3756,2008.0,Steel,Simulated,2,42.533413082623454
3757,2009.0,Steel,Simulated,2,39.407693895880094
3758,2010.0,Steel,Simulated,2,39.51244404955408
3759,2011.0,Steel,Simulated,2,40.33715249903709
3760,2012.0,Steel,Simulated,2,42.14507082546304
3761,2013.0,Steel,Simulated,2,41.29076437166822
3762,2014.0,Steel,Simulated,2,40.38361607861415
3763,2015.0,Steel,Simulated,2,39.173007803525934
3764,2016.0,Steel,Simulated,2,38.95451383068725
3765,2017.0,Steel,Simulated,2,38.676970056362464
3766,2018.0,Steel,Simulated,2,40.56759981727472
3767,2019.0,Steel,Simulated,2,38.19291568424105
3768,2001.0,Steel,Simulated,3,59.35056095403523
3769,2002.0,Steel,Simulated,3,59.02645309097536
3770,2003.0,Steel,Simulated,3,60.30633415405401
3771,2004.0,Steel,Simulated,3,59.1081477953062
3772,2005.0,Steel,Simulated,3,57.91224103676463
3773,2006.0,Steel,Simulated,3,58.56634492779563
3774,2007.0,Steel,Simulated,3,57.71570840365529
3775,2008.0,Steel,Simulated,3,56.95980646335083
3776,2009.0,Steel,Simulated,3,56.55784699451097
3777,2010.0,Steel,Simulated,3,56.4051416816185
3778,2011.0,Steel,Simulated,3,55.42954928918057
3779,2012.0,Steel,Simulated,3,55.26070775117013
3780,2013.0,Steel,Simulated,3,54.65207077442606
3781,2014.0,Steel,Simulated,3,54.17787348506491
3782,2015.0,Steel,Simulated,3,53.45174434732
3783,2016.0,Steel,Simulated,3,52.59046873526786
3784,2017.0,Steel,Simulated,3,52.13707338547521
3785,2018.0,Steel,Simulated,3,50.81484748670341
3786,2019.0,Steel,Simulated,3,50.46680579423201
3787,2001.0,Steel,Simulated,4,63.9579194869545
3788,2002.0,Steel,Simulated,4,65.49598416982693
3789,2003.0,Steel,Simulated,4,65.9737562227006
3790,2004.0,Steel,Simulated,4,64.89386108594952
3791,2005.0,Steel,Simulated,4,63.85831990472709
3792,2006.0,Steel,Simulated,4,63.81824714386261
3793,2007.0,Steel,Simulated,4,63.47074305953145
3794,2008.0,Steel,Simulated,4,61.95212738004432
3795,2009.0,Steel,Simulated,4,60.81006425497353
3796,2010.0,Steel,Simulated,4,58.772413789553006
3797,2011.0,Steel,Simulated,4,57.96673104522918
3798,2012.0,Steel,Simulated,4,56.012504100578425
3799,2013.0,Steel,Simulated,4,53.976349290896
3800,2014.0,Steel,Simulated,4,52.87210696043704
3801,2015.0,Steel,Simulated,4,51.43433234265346
3802,2016.0,Steel,Simulated,4,50.12707856788931
3803,2017.0,Steel,Simulated,4,48.9736978698951
3804,2018.0,Steel,Simulated,4,46.97609277395144
3805,2019.0,Steel,Simulated,4,45.87764110967006
3806,2001.0,Steel,Simulated,5,63.2042605598465
3807,2002.0,Steel,Simulated,5,63.56154112360273
3808,2003.0,Steel,Simulated,5,62.872316717238256
3809,2004.0,Steel,Simulated,5,62.72054355124385
3810,2005.0,Steel,Simulated,5,61.92987889669749
3811,2006.0,Steel,Simulated,5,61.239300996151854
3812,2007.0,Steel,Simulated,5,59.87435220338662
3813,2008.0,Steel,Simulated,5,58.317470483816
3814,2009.0,Steel,Simulated,5,56.68016907240293
3815,2010.0,Steel,Simulated,5,54.68046148873836
3816,2011.0,Steel,Simulated,5,53.14756752533786
3817,2012.0,Steel,Simulated,5,51.530391123501936
3818,2013.0,Steel,Simulated,5,49.755101154711554
3819,2014.0,Steel,Simulated,5,48.37040737739408
3820,2015.0,Steel,Simulated,5,46.67652363413183
3821,2016.0,Steel,Simulated,5,45.21652558043462
3822,2017.0,Steel,Simulated,5,43.79620083022661
3823,2018.0,Steel,Simulated,5,42.73855942959514
3824,2019.0,Steel,Simulated,5,41.84089057644681
3825,2001.0,Steel,Simulated,6,58.11956487521874
3826,2002.0,Steel,Simulated,6,61.59619087520948
3827,2003.0,Steel,Simulated,6,60.473513776429925
3828,2004.0,Steel,Simulated,6,62.55995149151605
3829,2005.0,Steel,Simulated,6,59.983976852753614
3830,2006.0,Steel,Simulated,6,60.1054424422758
3831,2007.0,Steel,Simulated,6,60.23821537321301
3832,2008.0,Steel,Simulated,6,60.22266399253863
3833,2009.0,Steel,Simulated,6,59.652723708401474
3834,2010.0,Steel,Simulated,6,58.64498038355856
3835,2011.0,Steel,Simulated,6,59.75404336385076
3836,2012.0,Steel,Simulated,6,59.17299112085586
3837,2013.0,Steel,Simulated,6,59.27055901896711
3838,2014.0,Steel,Simulated,6,58.05738957019568
3839,2015.0,Steel,Simulated,6,58.28842130747269
3840,2016.0,Steel,Simulated,6,55.73982523494406
3841,2017.0,Steel,Simulated,6,55.824000001360005
3842,2018.0,Steel,Simulated,6,54.59948768134718
3843,2019.0,Steel,Simulated,6,54.7115186587031
3844,2001.0,Steel,Simulated,7,46.79298068158355
3845,2002.0,Steel,Simulated,7,53.415868046460815
3846,2003.0,Steel,Simulated,7,54.2144334858508
3847,2004.0,Steel,Simulated,7,56.54433037238633
3848,2005.0,Steel,Simulated,7,54.11224009148299
3849,2006.0,Steel,Simulated,7,55.36086457560637
3850,2007.0,Steel,Simulated,7,52.89074091701388
3851,2008.0,Steel,Simulated,7,55.36322978637029
3852,2009.0,Steel,Simulated,7,52.6256774506178
3853,2010.0,Steel,Simulated,7,57.45861397786673
3854,2011.0,Steel,Simulated,7,52.23729862473076
3855,2012.0,Steel,Simulated,7,58.60239838533473
3856,2013.0,Steel,Simulated,7,56.302634587231175
3857,2014.0,Steel,Simulated,7,57.869177007240175
3858,2015.0,Steel,Simulated,7,55.58288009858966
3859,2016.0,Steel,Simulated,7,59.75680611699819
3860,2017.0,Steel,Simulated,7,56.2672456020468
3861,2018.0,Steel,Simulated,7,60.05479990191842
3862,2019.0,Steel,Simulated,7,55.57714177143767
3863,2001.0,Steel,Simulated,8,49.76638098655497
3864,2002.0,Steel,Simulated,8,52.29222361360161
3865,2003.0,Steel,Simulated,8,53.50950814837109
3866,2004.0,Steel,Simulated,8,54.417355340334055
3867,2005.0,Steel,Simulated,8,50.750656862697966
3868,2006.0,Steel,Simulated,8,53.71041384483062
3869,2007.0,Steel,Simulated,8,48.53856678816287
3870,2008.0,Steel,Simulated,8,52.19809802023172
3871,2009.0,Steel,Simulated,8,45.51033695252541
3872,2010.0,Steel,Simulated,8,49.97427874142163
3873,2011.0,Steel,Simulated,8,44.36368306569725
3874,2012.0,Steel,Simulated,8,49.31024213142411
3875,2013.0,Steel,Simulated,8,45.51094058356615
3876,2014.0,Steel,Simulated,8,52.91539491276016
3877,2015.0,Steel,Simulated,8,43.99924618003556
3878,2016.0,Steel,Simulated,8,52.28789781681934
3879,2017.0,Steel,Simulated,8,44.753642311647454
3880,2018.0,Steel,Simulated,8,53.69178801132809
3881,2019.0,Steel,Simulated,8,43.282784283336696
3882,2001.0,Steel,Simulated,9,49.53478263690161
3883,2002.0,Steel,Simulated,9,49.33713389206418
3884,2003.0,Steel,Simulated,9,47.05030827972767
3885,2004.0,Steel,Simulated,9,46.28266002423165
3886,2005.0,Steel,Simulated,9,45.66195511503651
3887,2006.0,Steel,Simulated,9,43.15613117323627
3888,2007.0,Steel,Simulated,9,44.50639538276503
3889,2008.0,Steel,Simulated,9,45.16684087880366
3890,2009.0,Steel,Simulated,9,46.30447859281957
3891,2010.0,Steel,Simulated,9,44.171099121447945
3892,2011.0,Steel,Simulated,9,43.88597190855199
3893,2012.0,Steel,Simulated,9,43.09991464953438
3894,2013.0,Steel,Simulated,9,44.27954975459997
3895,2014.0,Steel,Simulated,9,41.82424469265594
3896,2015.0,Steel,Simulated,9,44.9572139477093
3897,2016.0,Steel,Simulated,9,40.40529823274173
3898,2017.0,Steel,Simulated,9,42.08067700442383
3899,2018.0,Steel,Simulated,9,38.5508621178563
3900,2019.0,Steel,Simulated,9,41.00861076315883
3901,2001.0,Steel,Simulated,10,63.67357188637335
3902,2002.0,Steel,Simulated,10,63.72778514659338
3903,2003.0,Steel,Simulated,10,64.14460256063707
3904,2004.0,Steel,Simulated,10,62.40620988073496
3905,2005.0,Steel,Simulated,10,61.278927115210905
3906,2006.0,Steel,Simulated,10,60.539675292057055
3907,2007.0,Steel,Simulated,10,59.56777416264197
3908,2008.0,Steel,Simulated,10,58.09988994286636
3909,2009.0,Steel,Simulated,10,57.14378345647044
3910,2010.0,Steel,Simulated,10,55.56457843508812
3911,2011.0,Steel,Simulated,10,54.61693082183403
3912,2012.0,Steel,Simulated,10,52.32999845348468
3913,2013.0,Steel,Simulated,10,51.28996037250703
3914,2014.0,Steel,Simulated,10,49.42459332296713
3915,2015.0,Steel,Simulated,10,47.741682031179465
3916,2016.0,Steel,Simulated,10,46.46603423665375
3917,2017.0,Steel,Simulated,10,44.81726058217701
3918,2018.0,Steel,Simulated,10,43.29343824175174
3919,2019.0,Steel,Simulated,10,41.88687511065503
3920,2001.0,Steel,Simulated,11,45.44742583015297
3921,2002.0,Steel,Simulated,11,55.426698394921935
3922,2003.0,Steel,Simulated,11,53.349580572283045
3923,2004.0,Steel,Simulated,11,52.237643353230105
3924,2005.0,Steel,Simulated,11,54.12213386188509
3925,2006.0,Steel,Simulated,11,56.68732318171237
3926,2007.0,Steel,Simulated,11,55.80622723967812
3927,2008.0,Steel,Simulated,11,53.99854508925005
3928,2009.0,Steel,Simulated,11,53.68169095473508
3929,2010.0,Steel,Simulated,11,54.880693957629774
3930,2011.0,Steel,Simulated,11,53.84937270686931
3931,2012.0,Steel,Simulated,11,54.85963591914667
3932,2013.0,Steel,Simulated,11,54.08749340023353
3933,2014.0,Steel,Simulated,11,52.098618560135456
3934,2015.0,Steel,Simulated,11,52.462413866485726
3935,2016.0,Steel,Simulated,11,51.17987122518712
3936,2017.0,Steel,Simulated,11,51.83018197965155
3937,2018.0,Steel,Simulated,11,50.283050019344685
3938,2019.0,Steel,Simulated,11,50.623645007709655
3939,2001.0,Steel,Simulated,12,63.87665201752094
3940,2002.0,Steel,Simulated,12,65.5227304303568
3941,2003.0,Steel,Simulated,12,64.32534724550399
3942,2004.0,Steel,Simulated,12,63.98330088058253
3943,2005.0,Steel,Simulated,12,63.67398225124389
3944,2006.0,Steel,Simulated,12,63.334556640603
3945,2007.0,Steel,Simulated,12,62.8829185696594
3946,2008.0,Steel,Simulated,12,61.52653233485459
3947,2009.0,Steel,Simulated,12,60.62817492792454
3948,2010.0,Steel,Simulated,12,59.62968597153839
3949,2011.0,Steel,Simulated,12,58.518586602112265
3950,2012.0,Steel,Simulated,12,56.73656178186042
3951,2013.0,Steel,Simulated,12,55.25061625521229
3952,2014.0,Steel,Simulated,12,53.22644341335407
3953,2015.0,Steel,Simulated,12,51.24459858728169
3954,2016.0,Steel,Simulated,12,50.14639634697584
3955,2017.0,Steel,Simulated,12,48.86240963235504
3956,2018.0,Steel,Simulated,12,47.01005692632951
3957,2019.0,Steel,Simulated,12,46.787123724279326
3958,2001.0,Steel,Simulated,13,49.75013241340687
3959,2002.0,Steel,Simulated,13,56.81125540340937
3960,2003.0,Steel,Simulated,13,55.90694949991664
3961,2004.0,Steel,Simulated,13,56.00295211450324
3962,2005.0,Steel,Simulated,13,55.16796962053499
3963,2006.0,Steel,Simulated,13,52.68914687516618
3964,2007.0,Steel,Simulated,13,51.914677608517
3965,2008.0,Steel,Simulated,13,53.77064584419238
3966,2009.0,Steel,Simulated,13,52.67447103422145
3967,2010.0,Steel,Simulated,13,55.90401636496936
3968,2011.0,Steel,Simulated,13,50.76248233783591
3969,2012.0,Steel,Simulated,13,57.7910783736839
3970,2013.0,Steel,Simulated,13,49.82250371146458
3971,2014.0,Steel,Simulated,13,54.84501407711364
3972,2015.0,Steel,Simulated,13,49.28350078952257
3973,2016.0,Steel,Simulated,13,55.728697888593885
3974,2017.0,Steel,Simulated,13,48.04976336374029
3975,2018.0,Steel,Simulated,13,54.6972256957362
3976,2019.0,Steel,Simulated,13,45.50835364628523
3977,2001.0,Steel,Simulated,14,49.85336732289287
3978,2002.0,Steel,Simulated,14,53.988501287677146
3979,2003.0,Steel,Simulated,14,52.45355286230893
3980,2004.0,Steel,Simulated,14,55.56843835334299
3981,2005.0,Steel,Simulated,14,53.95243235703944
3982,2006.0,Steel,Simulated,14,54.73786496209827
3983,2007.0,Steel,Simulated,14,53.3263231936507
3984,2008.0,Steel,Simulated,14,55.58644043005373
3985,2009.0,Steel,Simulated,14,54.00554513452666
3986,2010.0,Steel,Simulated,14,54.2246192052842
3987,2011.0,Steel,Simulated,14,52.64811339328303
3988,2012.0,Steel,Simulated,14,53.61028865374789
3989,2013.0,Steel,Simulated,14,52.55941667383534
3990,2014.0,Steel,Simulated,14,53.79900213484196
3991,2015.0,Steel,Simulated,14,57.13608605636278
3992,2016.0,Steel,Simulated,14,53.92088075033345
3993,2017.0,Steel,Simulated,14,57.730681390522086
3994,2018.0,Steel,Simulated,14,50.28105853327173
3995,2019.0,Steel,Simulated,14,57.93275646595409
3996,2001.0,Steel,Simulated,15,61.98983520042805
3997,2002.0,Steel,Simulated,15,61.69291434189834
3998,2003.0,Steel,Simulated,15,62.157685915710175
3999,2004.0,Steel,Simulated,15,60.40008579005619
4000,2005.0,Steel,Simulated,15,60.835662797952544
4001,2006.0,Steel,Simulated,15,60.032135567347375
4002,2007.0,Steel,Simulated,15,60.43771650941362
4003,2008.0,Steel,Simulated,15,58.69279204539628
4004,2009.0,Steel,Simulated,15,58.61162196717662
4005,2010.0,Steel,Simulated,15,56.25065610303369
4006,2011.0,Steel,Simulated,15,56.08488644882636
4007,2012.0,Steel,Simulated,15,54.67831556627032
4008,2013.0,Steel,Simulated,15,53.22951219135719
4009,2014.0,Steel,Simulated,15,52.70931322961443
4010,2015.0,Steel,Simulated,15,50.88970289839454
4011,2016.0,Steel,Simulated,15,49.58213023789149
4012,2017.0,Steel,Simulated,15,49.0810487229847
4013,2018.0,Steel,Simulated,15,47.676241936534105
4014,2019.0,Steel,Simulated,15,45.79887992941686
4015,2001.0,Steel,Simulated,16,43.73354959808672
4016,2002.0,Steel,Simulated,16,46.98151202129931
4017,2003.0,Steel,Simulated,16,49.08933457940391
4018,2004.0,Steel,Simulated,16,47.36357354746007
4019,2005.0,Steel,Simulated,16,50.65648070756668
4020,2006.0,Steel,Simulated,16,49.80990307848341
4021,2007.0,Steel,Simulated,16,49.16809932013884
4022,2008.0,Steel,Simulated,16,46.019455751492416
4023,2009.0,Steel,Simulated,16,48.60748465300092
4024,2010.0,Steel,Simulated,16,48.438507840190745
4025,2011.0,Steel,Simulated,16,51.403073942656896
4026,2012.0,Steel,Simulated,16,49.26828697212118
4027,2013.0,Steel,Simulated,16,52.930409614663816
4028,2014.0,Steel,Simulated,16,48.73523232249913
4029,2015.0,Steel,Simulated,16,49.94002392801796
4030,2016.0,Steel,Simulated,16,47.4710931539073
4031,2017.0,Steel,Simulated,16,53.30317140045805
4032,2018.0,Steel,Simulated,16,48.91574677797491
4033,2019.0,Steel,Simulated,16,51.80422743058856
4034,2001.0,Steel,Simulated,17,63.03159543471426
4035,2002.0,Steel,Simulated,17,63.13096596436535
4036,2003.0,Steel,Simulated,17,62.76718847415314
4037,2004.0,Steel,Simulated,17,63.77666451913621
4038,2005.0,Steel,Simulated,17,62.99254393861455
4039,2006.0,Steel,Simulated,17,62.71458815626652
4040,2007.0,Steel,Simulated,17,61.91596294878003
4041,2008.0,Steel,Simulated,17,61.56191786262988
4042,2009.0,Steel,Simulated,17,60.29735182626808
4043,2010.0,Steel,Simulated,17,60.18502662752523
4044,2011.0,Steel,Simulated,17,59.08225053900788
4045,2012.0,Steel,Simulated,17,58.43476020952774
4046,2013.0,Steel,Simulated,17,57.60344904639982
4047,2014.0,Steel,Simulated,17,56.68273209180633
4048,2015.0,Steel,Simulated,17,55.69745286693217
4049,2016.0,Steel,Simulated,17,54.881211053650375
4050,2017.0,Steel,Simulated,17,54.05658588402757
4051,2018.0,Steel,Simulated,17,53.27343717367863
4052,2019.0,Steel,Simulated,17,52.43760071356471
4053,2001.0,Steel,Simulated,18,52.04477026396604
4054,2002.0,Steel,Simulated,18,54.02171294914297
4055,2003.0,Steel,Simulated,18,56.972359070078426
4056,2004.0,Steel,Simulated,18,57.20477709338074
4057,2005.0,Steel,Simulated,18,55.23611351731719
4058,2006.0,Steel,Simulated,18,56.319570042251165
4059,2007.0,Steel,Simulated,18,52.30774699993557
4060,2008.0,Steel,Simulated,18,54.62857682669674
4061,2009.0,Steel,Simulated,18,49.09212918413648
4062,2010.0,Steel,Simulated,18,53.45031583367842
4063,2011.0,Steel,Simulated,18,49.035048340763375
4064,2012.0,Steel,Simulated,18,50.82201835117108
4065,2013.0,Steel,Simulated,18,45.937049678588345
4066,2014.0,Steel,Simulated,18,46.76120170142644
4067,2015.0,Steel,Simulated,18,44.83884689943121
4068,2016.0,Steel,Simulated,18,46.01408892562519
4069,2017.0,Steel,Simulated,18,44.43324509681914
4070,2018.0,Steel,Simulated,18,46.1215543451933
4071,2019.0,Steel,Simulated,18,44.21588313200717
4072,2001.0,Steel,Simulated,19,63.39817654464077
4073,2002.0,Steel,Simulated,19,64.26113164321072
4074,2003.0,Steel,Simulated,19,63.91136158514047
4075,2004.0,Steel,Simulated,19,62.95025295192048
4076,2005.0,Steel,Simulated,19,62.448589547596455
4077,2006.0,Steel,Simulated,19,61.98243781282952
4078,2007.0,Steel,Simulated,19,61.57814402407668
4079,2008.0,Steel,Simulated,19,60.369618625414695
4080,2009.0,Steel,Simulated,19,60.25448668352125
4081,2010.0,Steel,Simulated,19,58.731608663123886
4082,2011.0,Steel,Simulated,19,57.55371559967321
4083,2012.0,Steel,Simulated,19,56.19658722845583
4084,2013.0,Steel,Simulated,19,55.36015985718448
4085,2014.0,Steel,Simulated,19,54.09014987536584
4086,2015.0,Steel,Simulated,19,53.07795766979267
4087,2016.0,Steel,Simulated,19,51.210296799535264
4088,2017.0,Steel,Simulated,19,50.56942530448092
4089,2018.0,Steel,Simulated,19,49.492815558300514
4090,2019.0,Steel,Simulated,19,48.48113181315981
4091,2001.0,Steel,Simulated,20,63.87706093382125
4092,2002.0,Steel,Simulated,20,64.17593923238319
4093,2003.0,Steel,Simulated,20,64.06891479633387
4094,2004.0,Steel,Simulated,20,63.68004770105892
4095,2005.0,Steel,Simulated,20,63.36666677779208
4096,2006.0,Steel,Simulated,20,61.82324125119941
4097,2007.0,Steel,Simulated,20,61.39359318660961
4098,2008.0,Steel,Simulated,20,60.31481668776191
4099,2009.0,Steel,Simulated,20,59.43271077391194
4100,2010.0,Steel,Simulated,20,58.43518828115563
4101,2011.0,Steel,Simulated,20,57.10145508837711
4102,2012.0,Steel,Simulated,20,56.36914666365457
4103,2013.0,Steel,Simulated,20,54.15238717770186
4104,2014.0,Steel,Simulated,20,52.67248196741099
4105,2015.0,Steel,Simulated,20,51.604764592150254
4106,2016.0,Steel,Simulated,20,49.80428496419432
4107,2017.0,Steel,Simulated,20,48.71604193968599
4108,2018.0,Steel,Simulated,20,47.40853280116479
4109,2019.0,Steel,Simulated,20,46.316064476855146
4110,2001.0,Steel,Simulated,21,63.6117781382135
4111,2002.0,Steel,Simulated,21,63.93773424685492
4112,2003.0,Steel,Simulated,21,64.89155250111028
4113,2004.0,Steel,Simulated,21,64.85876134025682
4114,2005.0,Steel,Simulated,21,63.04443737863333
4115,2006.0,Steel,Simulated,21,61.83644886706968
4116,2007.0,Steel,Simulated,21,61.99496408228634
4117,2008.0,Steel,Simulated,21,60.34500958163451
4118,2009.0,Steel,Simulated,21,60.03001971722461
4119,2010.0,Steel,Simulated,21,59.26669400364784
4120,2011.0,Steel,Simulated,21,58.81214443109907
4121,2012.0,Steel,Simulated,21,57.571396515778105
4122,2013.0,Steel,Simulated,21,56.06443759412458
4123,2014.0,Steel,Simulated,21,55.70939469496904
4124,2015.0,Steel,Simulated,21,54.13677396441421
4125,2016.0,Steel,Simulated,21,53.492593597817056
4126,2017.0,Steel,Simulated,21,52.38318781799944
4127,2018.0,Steel,Simulated,21,50.90079565930388
4128,2019.0,Steel,Simulated,21,49.79324832983208
4129,2001.0,Steel,Simulated,22,63.0514661912816
4130,2002.0,Steel,Simulated,22,63.33163514346639
4131,2003.0,Steel,Simulated,22,64.66634377746523
4132,2004.0,Steel,Simulated,22,65.02906207113992
4133,2005.0,Steel,Simulated,22,63.1507334692632
4134,2006.0,Steel,Simulated,22,63.45655750511529
4135,2007.0,Steel,Simulated,22,63.26368596711968
4136,2008.0,Steel,Simulated,22,62.99090362069519
4137,2009.0,Steel,Simulated,22,62.02285498721603
4138,2010.0,Steel,Simulated,22,60.42794457433908
4139,2011.0,Steel,Simulated,22,59.15110777811174
4140,2012.0,Steel,Simulated,22,59.15555200332467
4141,2013.0,Steel,Simulated,22,58.259175364903946
4142,2014.0,Steel,Simulated,22,57.00663657425427
4143,2015.0,Steel,Simulated,22,55.8141455155425
4144,2016.0,Steel,Simulated,22,55.08994652249579
4145,2017.0,Steel,Simulated,22,53.6543775215403
4146,2018.0,Steel,Simulated,22,53.34520123652043
4147,2019.0,Steel,Simulated,22,51.94671047593086
4148,2001.0,Steel,Simulated,23,63.26339514159089
4149,2002.0,Steel,Simulated,23,64.1953848066489
4150,2003.0,Steel,Simulated,23,63.321548616421
4151,2004.0,Steel,Simulated,23,61.66905580253035
4152,2005.0,Steel,Simulated,23,61.1782673934881
4153,2006.0,Steel,Simulated,23,60.38982433145145
4154,2007.0,Steel,Simulated,23,59.29738500048331
4155,2008.0,Steel,Simulated,23,57.52802134467075
4156,2009.0,Steel,Simulated,23,56.80776234018151
4157,2010.0,Steel,Simulated,23,54.819385976349686
4158,2011.0,Steel,Simulated,23,53.6250340676137
4159,2012.0,Steel,Simulated,23,51.994621885405536
4160,2013.0,Steel,Simulated,23,50.73857019558984
4161,2014.0,Steel,Simulated,23,50.007753231072
4162,2015.0,Steel,Simulated,23,48.50111944210416
