,Year,Commodity,Historical or simulated,Scenario,Mean total cash margin
3689,2017.0,Sn,Simulated,24,5196.462864608329
3690,2018.0,Sn,Simulated,24,5203.133821551689
3691,2019.0,Sn,Simulated,24,5951.978296746218
3692,2001.0,Sn,Simulated,25,4747.616643172802
3693,2002.0,Sn,Simulated,25,5580.585173049177
3694,2003.0,Sn,Simulated,25,5466.65192866306
3695,2004.0,Sn,Simulated,25,5352.374218131353
3696,2005.0,Sn,Simulated,25,5449.194245948996
3697,2006.0,Sn,Simulated,25,5621.937588140346
3698,2007.0,Sn,Simulated,25,4626.569340685927
3699,2008.0,Sn,Simulated,25,5606.962028504294
3700,2009.0,Sn,Simulated,25,5428.926572051762
3701,2010.0,Sn,Simulated,25,3859.852877600127
3702,2011.0,Sn,Simulated,25,5119.292799938342
3703,2012.0,Sn,Simulated,25,5029.866109781532
3704,2013.0,Sn,Simulated,25,3771.7356441361767
3705,2014.0,Sn,Simulated,25,5223.744128072924
3706,2015.0,Sn,Simulated,25,4600.732377423088
3707,2016.0,Sn,Simulated,25,4924.389837809666
3708,2017.0,Sn,Simulated,25,4918.1420636760295
3709,2018.0,Sn,Simulated,25,4749.937329827973
3710,2019.0,Sn,Simulated,25,5907.543013726758
3711,2001.0,Steel,Simulated,0,181.9815423402755
3712,2002.0,Steel,Simulated,0,206.12169941544127
3713,2003.0,Steel,Simulated,0,217.88329923470016
3714,2004.0,Steel,Simulated,0,211.96570943883904
3715,2005.0,Steel,Simulated,0,216.1942863633052
3716,2006.0,Steel,Simulated,0,208.8380018002125
3717,2007.0,Steel,Simulated,0,206.78982586443388
3718,2008.0,Steel,Simulated,0,211.14334979433505
3719,2009.0,Steel,Simulated,0,204.52013707935672
3720,2010.0,Steel,Simulated,0,201.4054911394774
3721,2011.0,Steel,Simulated,0,207.81987245136696
3722,2012.0,Steel,Simulated,0,199.963165636962
3723,2013.0,Steel,Simulated,0,194.3563994582962
3724,2014.0,Steel,Simulated,0,188.96862214197665
3725,2015.0,Steel,Simulated,0,180.04429590866994
3726,2016.0,Steel,Simulated,0,173.2507801440936
3727,2017.0,Steel,Simulated,0,162.94043696136737
3728,2018.0,Steel,Simulated,0,169.47735588468788
3729,2019.0,Steel,Simulated,0,166.57337222408046
3730,2001.0,Steel,Simulated,1,74.41975416500374
3731,2002.0,Steel,Simulated,1,121.1036948866976
3732,2003.0,Steel,Simulated,1,261.02572526325906
3733,2004.0,Steel,Simulated,1,128.48239150219482
3734,2005.0,Steel,Simulated,1,219.6357276756465
3735,2006.0,Steel,Simulated,1,157.34528598964982
3736,2007.0,Steel,Simulated,1,193.64401255074696
3737,2008.0,Steel,Simulated,1,187.63566687161224
3738,2009.0,Steel,Simulated,1,110.02789423916232
3739,2010.0,Steel,Simulated,1,204.8831109737402
3740,2011.0,Steel,Simulated,1,179.10635341866882
3741,2012.0,Steel,Simulated,1,215.76945426848283
3742,2013.0,Steel,Simulated,1,157.4594360510796
3743,2014.0,Steel,Simulated,1,167.98567929219217
3744,2015.0,Steel,Simulated,1,205.76389814080295
3745,2016.0,Steel,Simulated,1,138.80325853651723
3746,2017.0,Steel,Simulated,1,118.30348005753088
3747,2018.0,Steel,Simulated,1,143.86101194435844
3748,2019.0,Steel,Simulated,1,156.34313927177226
3749,2001.0,Steel,Simulated,2,216.10911669258087
3750,2002.0,Steel,Simulated,2,246.01213396208053
3751,2003.0,Steel,Simulated,2,263.9606132694896
3752,2004.0,Steel,Simulated,2,266.5078077759922
3753,2005.0,Steel,Simulated,2,315.1480372708329
3754,2006.0,Steel,Simulated,2,290.70177416910144
3755,2007.0,Steel,Simulated,2,338.33558689685026
3756,2008.0,Steel,Simulated,2,322.2490688771391
3757,2009.0,Steel,Simulated,2,341.7166487968549
3758,2010.0,Steel,Simulated,2,321.8138679362548
3759,2011.0,Steel,Simulated,2,378.153742997178
3760,2012.0,Steel,Simulated,2,337.16419980427486
3761,2013.0,Steel,Simulated,2,365.8252183211651
3762,2014.0,Steel,Simulated,2,343.8275281783935
3763,2015.0,Steel,Simulated,2,347.55682054269806
3764,2016.0,Steel,Simulated,2,342.4214739851637
3765,2017.0,Steel,Simulated,2,344.397575869108
3766,2018.0,Steel,Simulated,2,341.7727674839262
3767,2019.0,Steel,Simulated,2,341.39422466717207
3768,2001.0,Steel,Simulated,3,164.9112082234491
3769,2002.0,Steel,Simulated,3,181.6426560883994
3770,2003.0,Steel,Simulated,3,229.71008692952103
3771,2004.0,Steel,Simulated,3,149.5654665219681
3772,2005.0,Steel,Simulated,3,243.47702711536837
3773,2006.0,Steel,Simulated,3,137.35845388902354
3774,2007.0,Steel,Simulated,3,248.47643165556565
3775,2008.0,Steel,Simulated,3,125.69730894354213
3776,2009.0,Steel,Simulated,3,238.55561795774184
3777,2010.0,Steel,Simulated,3,85.35419315065717
3778,2011.0,Steel,Simulated,3,262.6508924667939
3779,2012.0,Steel,Simulated,3,106.9504053273854
3780,2013.0,Steel,Simulated,3,231.7310529668024
3781,2014.0,Steel,Simulated,3,90.13082816262052
3782,2015.0,Steel,Simulated,3,242.04208890874057
3783,2016.0,Steel,Simulated,3,88.52526174640091
3784,2017.0,Steel,Simulated,3,274.11834434670845
3785,2018.0,Steel,Simulated,3,116.6227760210524
3786,2019.0,Steel,Simulated,3,263.12517718917724
3787,2001.0,Steel,Simulated,4,214.63191782719895
3788,2002.0,Steel,Simulated,4,229.40972150213807
3789,2003.0,Steel,Simulated,4,236.63379601496575
3790,2004.0,Steel,Simulated,4,195.47507013125767
3791,2005.0,Steel,Simulated,4,182.48347239152025
3792,2006.0,Steel,Simulated,4,249.33669295512183
3793,2007.0,Steel,Simulated,4,228.8053201118989
3794,2008.0,Steel,Simulated,4,250.62863036337777
3795,2009.0,Steel,Simulated,4,213.75651814870625
3796,2010.0,Steel,Simulated,4,202.82814915968547
3797,2011.0,Steel,Simulated,4,253.36107010267875
3798,2012.0,Steel,Simulated,4,249.89883962770693
3799,2013.0,Steel,Simulated,4,249.72332232278657
3800,2014.0,Steel,Simulated,4,263.33487366522235
3801,2015.0,Steel,Simulated,4,252.3422479058811
3802,2016.0,Steel,Simulated,4,272.48147965724934
3803,2017.0,Steel,Simulated,4,276.69701793462536
3804,2018.0,Steel,Simulated,4,293.07940860654594
3805,2019.0,Steel,Simulated,4,273.6423052867263
3806,2001.0,Steel,Simulated,5,218.2919116422596
3807,2002.0,Steel,Simulated,5,258.5511530454927
3808,2003.0,Steel,Simulated,5,311.3117276550044
3809,2004.0,Steel,Simulated,5,286.9583647447427
3810,2005.0,Steel,Simulated,5,339.41593612989027
3811,2006.0,Steel,Simulated,5,298.6956280292781
3812,2007.0,Steel,Simulated,5,287.2329238652119
3813,2008.0,Steel,Simulated,5,270.4349493026513
3814,2009.0,Steel,Simulated,5,232.4464964421197
3815,2010.0,Steel,Simulated,5,223.40133776011152
3816,2011.0,Steel,Simulated,5,222.2934641146581
3817,2012.0,Steel,Simulated,5,219.53209441874685
3818,2013.0,Steel,Simulated,5,249.80341640709756
3819,2014.0,Steel,Simulated,5,265.9129104099518
3820,2015.0,Steel,Simulated,5,310.5557908034806
3821,2016.0,Steel,Simulated,5,333.84389980399453
3822,2017.0,Steel,Simulated,5,383.48304977203657
3823,2018.0,Steel,Simulated,5,387.8046387110196
3824,2019.0,Steel,Simulated,5,380.6534066374488
3825,2001.0,Steel,Simulated,6,179.8226700869565
3826,2002.0,Steel,Simulated,6,208.9074190644201
3827,2003.0,Steel,Simulated,6,217.31800987634315
3828,2004.0,Steel,Simulated,6,221.69489843787204
3829,2005.0,Steel,Simulated,6,229.9178208911748
3830,2006.0,Steel,Simulated,6,227.93154724137705
3831,2007.0,Steel,Simulated,6,237.839503821882
3832,2008.0,Steel,Simulated,6,250.391534611048
3833,2009.0,Steel,Simulated,6,242.6780878834549
3834,2010.0,Steel,Simulated,6,242.7966106370638
3835,2011.0,Steel,Simulated,6,266.9923152977764
3836,2012.0,Steel,Simulated,6,277.60581490855293
3837,2013.0,Steel,Simulated,6,289.77542738498016
3838,2014.0,Steel,Simulated,6,305.8921269281796
3839,2015.0,Steel,Simulated,6,315.598542481843
3840,2016.0,Steel,Simulated,6,315.1998047213096
3841,2017.0,Steel,Simulated,6,315.6981662396036
3842,2018.0,Steel,Simulated,6,318.41203652068225
3843,2019.0,Steel,Simulated,6,311.9486928367493
3844,2001.0,Steel,Simulated,7,223.0121325658152
3845,2002.0,Steel,Simulated,7,257.61058490673145
3846,2003.0,Steel,Simulated,7,388.7216004205283
3847,2004.0,Steel,Simulated,7,320.72628201269254
3848,2005.0,Steel,Simulated,7,418.79689739488623
3849,2006.0,Steel,Simulated,7,281.0992613879368
3850,2007.0,Steel,Simulated,7,367.93734689453424
3851,2008.0,Steel,Simulated,7,265.8131435839727
3852,2009.0,Steel,Simulated,7,289.90103030416543
3853,2010.0,Steel,Simulated,7,183.9618232343372
3854,2011.0,Steel,Simulated,7,266.05246829872243
3855,2012.0,Steel,Simulated,7,111.68551738063869
3856,2013.0,Steel,Simulated,7,263.9209263608211
3857,2014.0,Steel,Simulated,7,113.04184693920224
3858,2015.0,Steel,Simulated,7,218.81029371970783
3859,2016.0,Steel,Simulated,7,154.77331764573137
3860,2017.0,Steel,Simulated,7,240.07737841052557
3861,2018.0,Steel,Simulated,7,138.24353354780848
3862,2019.0,Steel,Simulated,7,257.33611654134427
3863,2001.0,Steel,Simulated,8,167.6583710463535
3864,2002.0,Steel,Simulated,8,199.5902269416292
3865,2003.0,Steel,Simulated,8,216.77608614399944
3866,2004.0,Steel,Simulated,8,220.319441455646
3867,2005.0,Steel,Simulated,8,229.3669404532068
3868,2006.0,Steel,Simulated,8,234.918002457868
3869,2007.0,Steel,Simulated,8,259.67579908342384
3870,2008.0,Steel,Simulated,8,268.3019819603996
3871,2009.0,Steel,Simulated,8,295.69284221347203
3872,2010.0,Steel,Simulated,8,302.3470092755318
3873,2011.0,Steel,Simulated,8,347.4243464564957
3874,2012.0,Steel,Simulated,8,354.55301629759697
3875,2013.0,Steel,Simulated,8,404.8543439231828
3876,2014.0,Steel,Simulated,8,414.54820497225023
3877,2015.0,Steel,Simulated,8,445.9517046150566
3878,2016.0,Steel,Simulated,8,431.5226724319648
3879,2017.0,Steel,Simulated,8,477.0953352684848
3880,2018.0,Steel,Simulated,8,445.2020324981527
3881,2019.0,Steel,Simulated,8,479.1921279963947
3882,2001.0,Steel,Simulated,9,157.55125795124374
3883,2002.0,Steel,Simulated,9,188.48962546397308
3884,2003.0,Steel,Simulated,9,133.03922572882394
3885,2004.0,Steel,Simulated,9,202.8012647370333
3886,2005.0,Steel,Simulated,9,236.74767523464925
3887,2006.0,Steel,Simulated,9,231.5808818791652
3888,2007.0,Steel,Simulated,9,391.9016626056611
3889,2008.0,Steel,Simulated,9,416.3466177103922
3890,2009.0,Steel,Simulated,9,424.31625509233135
3891,2010.0,Steel,Simulated,9,424.5241182420176
3892,2011.0,Steel,Simulated,9,407.0741477436555
3893,2012.0,Steel,Simulated,9,416.4237645682573
3894,2013.0,Steel,Simulated,9,379.9533606688059
3895,2014.0,Steel,Simulated,9,392.3560041075078
3896,2015.0,Steel,Simulated,9,324.5296989410331
3897,2016.0,Steel,Simulated,9,380.6573896772405
3898,2017.0,Steel,Simulated,9,253.91299251074963
3899,2018.0,Steel,Simulated,9,394.7329771036688
3900,2019.0,Steel,Simulated,9,239.13839575716025
3901,2001.0,Steel,Simulated,10,237.22793806966624
3902,2002.0,Steel,Simulated,10,247.25316450920576
3903,2003.0,Steel,Simulated,10,266.41798030331387
3904,2004.0,Steel,Simulated,10,240.7862719917176
3905,2005.0,Steel,Simulated,10,290.04861654446023
3906,2006.0,Steel,Simulated,10,305.9643968359664
3907,2007.0,Steel,Simulated,10,326.75355403521485
3908,2008.0,Steel,Simulated,10,338.55515305729585
3909,2009.0,Steel,Simulated,10,341.13911750637294
3910,2010.0,Steel,Simulated,10,288.14698633422296
3911,2011.0,Steel,Simulated,10,356.82672538155526
3912,2012.0,Steel,Simulated,10,334.82416516742524
3913,2013.0,Steel,Simulated,10,373.2215768745512
3914,2014.0,Steel,Simulated,10,347.1092663020988
3915,2015.0,Steel,Simulated,10,369.1075487665545
3916,2016.0,Steel,Simulated,10,353.2263376686347
3917,2017.0,Steel,Simulated,10,360.3242131484726
3918,2018.0,Steel,Simulated,10,370.7599853635862
3919,2019.0,Steel,Simulated,10,365.12418841416905
3920,2001.0,Steel,Simulated,11,102.63491608456049
3921,2002.0,Steel,Simulated,11,170.79701143087246
3922,2003.0,Steel,Simulated,11,172.7435978633147
3923,2004.0,Steel,Simulated,11,191.42350906440564
3924,2005.0,Steel,Simulated,11,215.66277055948845
3925,2006.0,Steel,Simulated,11,233.71482870619892
3926,2007.0,Steel,Simulated,11,243.14814010410024
3927,2008.0,Steel,Simulated,11,245.06737026610116
3928,2009.0,Steel,Simulated,11,220.9766594763836
3929,2010.0,Steel,Simulated,11,206.2419033380737
3930,2011.0,Steel,Simulated,11,247.632032176697
3931,2012.0,Steel,Simulated,11,243.9980037573697
3932,2013.0,Steel,Simulated,11,238.8951785499877
3933,2014.0,Steel,Simulated,11,237.2280379869457
3934,2015.0,Steel,Simulated,11,239.49132425018985
3935,2016.0,Steel,Simulated,11,228.71325608775413
3936,2017.0,Steel,Simulated,11,234.72355192904595
3937,2018.0,Steel,Simulated,11,234.66986866395732
3938,2019.0,Steel,Simulated,11,233.42164159365348
3939,2001.0,Steel,Simulated,12,239.00568126565616
3940,2002.0,Steel,Simulated,12,240.8601237914425
3941,2003.0,Steel,Simulated,12,298.98743897163206
3942,2004.0,Steel,Simulated,12,283.8685573703148
3943,2005.0,Steel,Simulated,12,321.6992748971253
3944,2006.0,Steel,Simulated,12,275.34047748151494
3945,2007.0,Steel,Simulated,12,318.5567363274937
3946,2008.0,Steel,Simulated,12,261.6131337788941
3947,2009.0,Steel,Simulated,12,292.5089520593288
3948,2010.0,Steel,Simulated,12,215.22181372282992
3949,2011.0,Steel,Simulated,12,318.89509714420603
3950,2012.0,Steel,Simulated,12,208.1889724253252
3951,2013.0,Steel,Simulated,12,284.3561427843188
3952,2014.0,Steel,Simulated,12,219.6760066389629
3953,2015.0,Steel,Simulated,12,295.31946899739086
3954,2016.0,Steel,Simulated,12,220.20680757540256
3955,2017.0,Steel,Simulated,12,297.4086855546984
3956,2018.0,Steel,Simulated,12,251.23779793963357
3957,2019.0,Steel,Simulated,12,300.5989715312528
3958,2001.0,Steel,Simulated,13,221.5459749182278
3959,2002.0,Steel,Simulated,13,254.10041150944315
3960,2003.0,Steel,Simulated,13,268.31580394177206
3961,2004.0,Steel,Simulated,13,248.3358678629037
3962,2005.0,Steel,Simulated,13,279.019943955525
3963,2006.0,Steel,Simulated,13,235.61759178656263
3964,2007.0,Steel,Simulated,13,278.6907878635325
3965,2008.0,Steel,Simulated,13,255.2841971413788
3966,2009.0,Steel,Simulated,13,287.60487297679526
3967,2010.0,Steel,Simulated,13,229.40559185176227
3968,2011.0,Steel,Simulated,13,328.2990134939154
3969,2012.0,Steel,Simulated,13,215.56839881354253
3970,2013.0,Steel,Simulated,13,353.27650694061725
3971,2014.0,Steel,Simulated,13,234.06928274326395
3972,2015.0,Steel,Simulated,13,371.6466470251729
3973,2016.0,Steel,Simulated,13,239.21723960172707
3974,2017.0,Steel,Simulated,13,396.10127833555305
3975,2018.0,Steel,Simulated,13,263.44375753290086
3976,2019.0,Steel,Simulated,13,403.2345644854177
3977,2001.0,Steel,Simulated,14,92.63152744275136
3978,2002.0,Steel,Simulated,14,128.89908142118986
3979,2003.0,Steel,Simulated,14,124.34210884976106
3980,2004.0,Steel,Simulated,14,129.94014052626045
3981,2005.0,Steel,Simulated,14,132.19292739862863
3982,2006.0,Steel,Simulated,14,129.6803199692884
3983,2007.0,Steel,Simulated,14,128.70878961142847
3984,2008.0,Steel,Simulated,14,142.40367669925485
3985,2009.0,Steel,Simulated,14,151.08100393593173
3986,2010.0,Steel,Simulated,14,146.07719870416787
3987,2011.0,Steel,Simulated,14,152.06141475927157
3988,2012.0,Steel,Simulated,14,162.38898380790204
3989,2013.0,Steel,Simulated,14,167.67788784744187
3990,2014.0,Steel,Simulated,14,181.98338069930116
3991,2015.0,Steel,Simulated,14,213.18296270282767
3992,2016.0,Steel,Simulated,14,207.6944640857181
3993,2017.0,Steel,Simulated,14,231.06378559536688
3994,2018.0,Steel,Simulated,14,206.40367458002868
3995,2019.0,Steel,Simulated,14,233.6144134990353
3996,2001.0,Steel,Simulated,15,213.50879780607767
3997,2002.0,Steel,Simulated,15,247.3431967394156
3998,2003.0,Steel,Simulated,15,253.21881720448903
3999,2004.0,Steel,Simulated,15,287.69088099528585
4000,2005.0,Steel,Simulated,15,274.630121211635
4001,2006.0,Steel,Simulated,15,316.0465878785003
4002,2007.0,Steel,Simulated,15,303.62589036172494
4003,2008.0,Steel,Simulated,15,321.0692472037627
4004,2009.0,Steel,Simulated,15,296.20749428358533
4005,2010.0,Steel,Simulated,15,297.53978858056985
4006,2011.0,Steel,Simulated,15,317.0598654672306
4007,2012.0,Steel,Simulated,15,297.80792384424467
4008,2013.0,Steel,Simulated,15,313.97022653867293
4009,2014.0,Steel,Simulated,15,292.9652706576367
4010,2015.0,Steel,Simulated,15,303.80135394625256
4011,2016.0,Steel,Simulated,15,287.98496382023103
4012,2017.0,Steel,Simulated,15,303.1073968234964
4013,2018.0,Steel,Simulated,15,298.7929056561714
4014,2019.0,Steel,Simulated,15,291.46372586579093
4015,2001.0,Steel,Simulated,16,216.4274591100069
4016,2002.0,Steel,Simulated,16,243.02370504760373
4017,2003.0,Steel,Simulated,16,297.4289752789073
4018,2004.0,Steel,Simulated,16,223.7231923864944
4019,2005.0,Steel,Simulated,16,190.9548661880849
4020,2006.0,Steel,Simulated,16,258.3912528641683
4021,2007.0,Steel,Simulated,16,186.07202332595008
4022,2008.0,Steel,Simulated,16,175.41958921297095
4023,2009.0,Steel,Simulated,16,189.7198680988619
4024,2010.0,Steel,Simulated,16,208.211939487919
4025,2011.0,Steel,Simulated,16,185.5887475516682
4026,2012.0,Steel,Simulated,16,188.03910915316155
4027,2013.0,Steel,Simulated,16,132.04866355857104
4028,2014.0,Steel,Simulated,16,196.05788849638432
4029,2015.0,Steel,Simulated,16,110.95298652224004
4030,2016.0,Steel,Simulated,16,171.35281552456078
4031,2017.0,Steel,Simulated,16,149.99850547757535
4032,2018.0,Steel,Simulated,16,180.7731214239805
4033,2019.0,Steel,Simulated,16,72.06091369943698
4034,2001.0,Steel,Simulated,17,224.91446804460995
4035,2002.0,Steel,Simulated,17,250.45546627482744
4036,2003.0,Steel,Simulated,17,247.03172317965863
4037,2004.0,Steel,Simulated,17,323.8751743725564
4038,2005.0,Steel,Simulated,17,370.8629888606179
4039,2006.0,Steel,Simulated,17,419.24483095372375
4040,2007.0,Steel,Simulated,17,506.9148439843372
4041,2008.0,Steel,Simulated,17,609.43260612118
4042,2009.0,Steel,Simulated,17,691.6879438215856
4043,2010.0,Steel,Simulated,17,697.0935171796617
4044,2011.0,Steel,Simulated,17,637.6839187089257
4045,2012.0,Steel,Simulated,17,584.4942665879416
4046,2013.0,Steel,Simulated,17,531.952757488248
4047,2014.0,Steel,Simulated,17,505.9205280175634
4048,2015.0,Steel,Simulated,17,491.2707029843599
4049,2016.0,Steel,Simulated,17,464.9225811629968
4050,2017.0,Steel,Simulated,17,458.9259774553475
4051,2018.0,Steel,Simulated,17,453.6282119656939
4052,2019.0,Steel,Simulated,17,454.0689188725791
4053,2001.0,Steel,Simulated,18,166.95429767855646
4054,2002.0,Steel,Simulated,18,181.3807631857987
4055,2003.0,Steel,Simulated,18,209.02033157200725
4056,2004.0,Steel,Simulated,18,137.25635822903553
4057,2005.0,Steel,Simulated,18,168.87738238365478
4058,2006.0,Steel,Simulated,18,107.04330530428336
4059,2007.0,Steel,Simulated,18,232.3960901733424
4060,2008.0,Steel,Simulated,18,58.08318033310092
4061,2009.0,Steel,Simulated,18,346.521887476994
4062,2010.0,Steel,Simulated,18,69.75565666148312
4063,2011.0,Steel,Simulated,18,473.0825860948244
4064,2012.0,Steel,Simulated,18,82.79139693565362
4065,2013.0,Steel,Simulated,18,463.383929993939
4066,2014.0,Steel,Simulated,18,90.4478386011194
4067,2015.0,Steel,Simulated,18,474.622047225074
4068,2016.0,Steel,Simulated,18,76.29688305367262
4069,2017.0,Steel,Simulated,18,348.2260081713953
4070,2018.0,Steel,Simulated,18,32.153522459449526
4071,2019.0,Steel,Simulated,18,357.2548990706405
4072,2001.0,Steel,Simulated,19,211.37646799898224
4073,2002.0,Steel,Simulated,19,245.77124247322368
4074,2003.0,Steel,Simulated,19,257.3527283691986
4075,2004.0,Steel,Simulated,19,252.93060921174603
4076,2005.0,Steel,Simulated,19,266.52272186399665
4077,2006.0,Steel,Simulated,19,271.568117849475
4078,2007.0,Steel,Simulated,19,283.2012144637958
4079,2008.0,Steel,Simulated,19,289.4717715877569
4080,2009.0,Steel,Simulated,19,277.1220264086241
4081,2010.0,Steel,Simulated,19,263.8393792902009
4082,2011.0,Steel,Simulated,19,261.4551060540925
4083,2012.0,Steel,Simulated,19,252.45921241348185
4084,2013.0,Steel,Simulated,19,244.9993527395381
4085,2014.0,Steel,Simulated,19,243.8103626300571
4086,2015.0,Steel,Simulated,19,247.393407674465
4087,2016.0,Steel,Simulated,19,246.73128921915995
4088,2017.0,Steel,Simulated,19,251.4046592456169
4089,2018.0,Steel,Simulated,19,258.93068124189136
4090,2019.0,Steel,Simulated,19,273.51845170903226
4091,2001.0,Steel,Simulated,20,227.4380965753376
4092,2002.0,Steel,Simulated,20,261.18760430714457
4093,2003.0,Steel,Simulated,20,288.6919267078957
4094,2004.0,Steel,Simulated,20,347.9915770725498
4095,2005.0,Steel,Simulated,20,384.31300592918205
4096,2006.0,Steel,Simulated,20,422.1370115785259
4097,2007.0,Steel,Simulated,20,468.7412384869805
4098,2008.0,Steel,Simulated,20,447.64885040336645
4099,2009.0,Steel,Simulated,20,425.4686205349994
4100,2010.0,Steel,Simulated,20,360.10894483728
4101,2011.0,Steel,Simulated,20,359.95807357861605
4102,2012.0,Steel,Simulated,20,365.2405571930296
4103,2013.0,Steel,Simulated,20,384.5575931996856
4104,2014.0,Steel,Simulated,20,421.5747091659232
4105,2015.0,Steel,Simulated,20,412.6408536782539
4106,2016.0,Steel,Simulated,20,401.3910493934324
4107,2017.0,Steel,Simulated,20,409.34856991201855
4108,2018.0,Steel,Simulated,20,407.5793967075916
4109,2019.0,Steel,Simulated,20,414.33535092470265
4110,2001.0,Steel,Simulated,21,226.52176282652752
4111,2002.0,Steel,Simulated,21,258.40395535826457
4112,2003.0,Steel,Simulated,21,231.73963164477388
4113,2004.0,Steel,Simulated,21,264.9814110830711
4114,2005.0,Steel,Simulated,21,195.2809513070311
4115,2006.0,Steel,Simulated,21,198.77521153790855
4116,2007.0,Steel,Simulated,21,184.08707439095195
4117,2008.0,Steel,Simulated,21,213.56741118406163
4118,2009.0,Steel,Simulated,21,205.93291633158225
4119,2010.0,Steel,Simulated,21,238.37925903950693
4120,2011.0,Steel,Simulated,21,291.4665581291148
4121,2012.0,Steel,Simulated,21,333.7164223567067
4122,2013.0,Steel,Simulated,21,399.2704059518809
4123,2014.0,Steel,Simulated,21,458.4865288999301
4124,2015.0,Steel,Simulated,21,454.4249501352414
4125,2016.0,Steel,Simulated,21,481.1167082405328
4126,2017.0,Steel,Simulated,21,436.1533210058169
4127,2018.0,Steel,Simulated,21,392.9866361099805
4128,2019.0,Steel,Simulated,21,330.9532221493401
4129,2001.0,Steel,Simulated,22,228.6869370576924
4130,2002.0,Steel,Simulated,22,250.6107217713613
4131,2003.0,Steel,Simulated,22,253.57027740473148
4132,2004.0,Steel,Simulated,22,282.96919206197043
4133,2005.0,Steel,Simulated,22,204.2988754061667
4134,2006.0,Steel,Simulated,22,173.25111354639478
4135,2007.0,Steel,Simulated,22,127.98811998800136
4136,2008.0,Steel,Simulated,22,126.7427142236565
4137,2009.0,Steel,Simulated,22,121.2177324984308
4138,2010.0,Steel,Simulated,22,143.91134422452046
4139,2011.0,Steel,Simulated,22,176.3713360914398
4140,2012.0,Steel,Simulated,22,201.2631437829623
4141,2013.0,Steel,Simulated,22,141.991705602956
4142,2014.0,Steel,Simulated,22,248.27666218307425
4143,2015.0,Steel,Simulated,22,180.49681728592145
4144,2016.0,Steel,Simulated,22,214.7064591813592
4145,2017.0,Steel,Simulated,22,205.2489464626522
4146,2018.0,Steel,Simulated,22,209.89209415287223
4147,2019.0,Steel,Simulated,22,237.67230593985343
4148,2001.0,Steel,Simulated,23,237.0575021499916
4149,2002.0,Steel,Simulated,23,248.07976635805863
4150,2003.0,Steel,Simulated,23,270.15232594302046
4151,2004.0,Steel,Simulated,23,266.227787316775
4152,2005.0,Steel,Simulated,23,263.23770281413204
4153,2006.0,Steel,Simulated,23,254.74482897737937
4154,2007.0,Steel,Simulated,23,246.66640018479072
4155,2008.0,Steel,Simulated,23,232.04896635042397
4156,2009.0,Steel,Simulated,23,219.14533043016291
4157,2010.0,Steel,Simulated,23,204.70085448802703
4158,2011.0,Steel,Simulated,23,195.9745347485727
4159,2012.0,Steel,Simulated,23,185.72135203854504
4160,2013.0,Steel,Simulated,23,175.99486316202135
4161,2014.0,Steel,Simulated,23,171.82650049846436
4162,2015.0,Steel,Simulated,23,167.17578697271367
4163,2016.0,Steel,Simulated,23,170.02095605389252
4164,2017.0,Steel,Simulated,23,167.41129780704892
4165,2018.0,Steel,Simulated,23,167.65692375699948
4166,2019.0,Steel,Simulated,23,174.085181439315
4167,2001.0,Steel,Simulated,24,208.3670641283578
4168,2002.0,Steel,Simulated,24,215.2641945933977
4169,2003.0,Steel,Simulated,24,214.5775848966522
4170,2004.0,Steel,Simulated,24,218.38550332858685
4171,2005.0,Steel,Simulated,24,226.9565802952328
4172,2006.0,Steel,Simulated,24,225.5918614847786
4173,2007.0,Steel,Simulated,24,234.1326238179354
4174,2008.0,Steel,Simulated,24,226.18340689601897
4175,2009.0,Steel,Simulated,24,222.3977238481229
4176,2010.0,Steel,Simulated,24,213.79048326021552
4177,2011.0,Steel,Simulated,24,220.90640216040708
4178,2012.0,Steel,Simulated,24,213.1632968264836
4179,2013.0,Steel,Simulated,24,215.05001818418344
4180,2014.0,Steel,Simulated,24,206.43536097755157
4181,2015.0,Steel,Simulated,24,217.78244659393968
4182,2016.0,Steel,Simulated,24,191.54886996530345
4183,2017.0,Steel,Simulated,24,223.34461527620763
4184,2018.0,Steel,Simulated,24,178.87348562341995
4185,2019.0,Steel,Simulated,24,241.54678814102505
4186,2001.0,Steel,Simulated,25,186.0584397862673
4187,2002.0,Steel,Simulated,25,216.6980877382523
4188,2003.0,Steel,Simulated,25,232.2143564908224
4189,2004.0,Steel,Simulated,25,229.97984566057485
4190,2005.0,Steel,Simulated,25,221.64828983238175
4191,2006.0,Steel,Simulated,25,201.62609559396023
4192,2007.0,Steel,Simulated,25,197.2370496973216
4193,2008.0,Steel,Simulated,25,188.09404528890312
4194,2009.0,Steel,Simulated,25,170.9761554171797
4195,2010.0,Steel,Simulated,25,147.22463073351352
4196,2011.0,Steel,Simulated,25,141.63274661432428
4197,2012.0,Steel,Simulated,25,133.99739718460097
4198,2013.0,Steel,Simulated,25,131.89052604551938
4199,2014.0,Steel,Simulated,25,134.83504256887664
4200,2015.0,Steel,Simulated,25,138.3180332085684
4201,2016.0,Steel,Simulated,25,141.5660277791212
4202,2017.0,Steel,Simulated,25,150.43125350432638
4203,2018.0,Steel,Simulated,25,162.0183382869868
4204,2019.0,Steel,Simulated,25,176.60850134278508
4205,2001.0,Zn,Simulated,0,702.9661763545852
4206,2002.0,Zn,Simulated,0,777.4615709979265
